player hand total,player hand texture,dealer face up,player choice,expected value
13,soft,3,surrender,-12.5
12,soft,3,stand,-6.26
12,soft,3,hit,2.72
12,soft,3,double,0.25
12,soft,3,surrender,-12.5
9,hard,3,stand,-6.3
9,hard,3,hit,2.41
9,hard,3,double,2.55
9,hard,3,surrender,-12.5
8,hard,3,stand,-6.0
8,hard,3,hit,0.28
8,hard,3,double,-3.67
8,hard,3,surrender,-12.5
7,hard,3,stand,-5.92
7,hard,3,hit,-1.67
7,hard,3,double,-8.44
7,hard,3,surrender,-12.5
6,hard,3,stand,-6.4
6,hard,3,hit,-2.58
6,hard,3,double,-11.85
6,hard,3,surrender,-12.5
5,hard,3,stand,-6.03
5,hard,3,hit,-2.39
5,hard,3,double,-12.73
5,hard,3,surrender,-12.5
4,hard,3,stand,-6.2
4,hard,3,hit,-1.89
4,hard,3,double,-12.85
4,hard,3,surrender,-12.5
20,hard,2,stand,15.78
20,hard,2,hit,-21.46
20,hard,2,double,-42.82
